attack,epsilon,alpha,steps,threshold,auc,eer,far,frr,attack_success_rate,mean_impostor_score_before,mean_impostor_score_after,genuine_score_drop,impostor_score_rise
FGSM,0.001,0.0,1,0.4664892852306366,0.9918280286222676,0.04192555212112978,0.05876736111111111,0.033318136682425385,0.05876736111111111,0.16812243722946732,0.18576697843802523,0.0,0.017644541208557907
FGSM,0.002,0.0,1,0.4664892852306366,0.9905174710634777,0.04564113771349039,0.07157986111111111,0.033318136682425385,0.07157986111111111,0.16812243722946732,0.20337303427213757,0.0,0.03525059704267025
FGSM,0.005,0.0,1,0.4664892852306366,0.9852981403250244,0.058956505962083294,0.1271875,0.033318136682425385,0.1271875,0.16812243722946732,0.25562087313922854,0.0,0.08749843590976122
FGSM,0.01,0.0,1,0.4664892852306366,0.971145177587438,0.08785789885613975,0.25789930555555557,0.033318136682425385,0.25789930555555557,0.16812243722946732,0.3389470812324645,0.0,0.17082464400299716
